コード,銘柄名,市場・商品区分,33業種区分,規模区分
9948,アークス,東証1部,小売業,TOPIX Small 1
9950,ハチバン,JASDAQ,小売業,-
9955,ヨンキュウ,JASDAQ,卸売業,-
9956,バローホールディングス,東証1部,小売業,TOPIX Small 1
9959,アシードホールディングス,東証2部,小売業,-
9960,東テク,東証1部,卸売業,TOPIX Small 2
9962,ミスミグループ本社,東証1部,卸売業,TOPIX Mid400
9964,アイ・テック,JASDAQ,卸売業,-
9967,堺商事,東証2部,卸売業,-
9969,ショクブン,東証2部,小売業,-
9972,アルテック,東証1部,卸売業,TOPIX Small 2
9973,小僧寿し,JASDAQ,小売業,-
9974,ベルク,東証1部,小売業,TOPIX Small 1
9976,セキチュー,JASDAQ,小売業,-
9977,アオキスーパー,JASDAQ,小売業,-
9978,文教堂グループホールディングス,JASDAQ,小売業,-
9979,大庄,東証1部,小売業,TOPIX Small 2
9980,ＭＲＫホールディングス,東証2部,小売業,-
9982,タキヒヨー,東証1部,卸売業,TOPIX Small 2
9983,ファーストリテイリング,東証1部,小売業,TOPIX Large70
9984,ソフトバンクグループ,東証1部,情報・通信業,TOPIX Core30
9986,蔵王産業,東証1部,卸売業,TOPIX Small 2
9987,スズケン,東証1部,卸売業,TOPIX Mid400
9989,サンドラッグ,東証1部,小売業,TOPIX Mid400
